theta,beta,x,y,phase
0.834426,-2.504322,0.082107,0.100424,swing
0.834427,-2.513256,0.083001,0.099687,swing
0.834428,-2.522195,0.083889,0.098941,swing
0.834429,-2.531138,0.084770,0.098187,swing
0.834430,-2.540085,0.085645,0.097424,swing
0.834431,-2.549037,0.086514,0.096654,swing
0.834432,-2.557993,0.087376,0.095875,swing
0.834433,-2.566953,0.088231,0.095089,swing
0.834434,-2.575918,0.089080,0.094294,swing
0.834435,-2.584886,0.089922,0.093491,swing
0.834436,-2.593858,0.090757,0.092681,swing
0.834437,-2.602834,0.091586,0.091863,swing
0.834438,-2.611814,0.092407,0.091037,swing
0.834439,-2.620798,0.093221,0.090203,swing
0.834440,-2.629786,0.094028,0.089361,swing
0.834441,-2.638777,0.094827,0.088513,swing
0.834442,-2.647772,0.095620,0.087656,swing
0.834443,-2.656770,0.096404,0.086792,swing
0.834444,-2.665772,0.097182,0.085921,swing
0.834445,-2.674777,0.097951,0.085043,swing
0.834446,-2.683786,0.098714,0.084157,swing
0.834447,-2.692798,0.099468,0.083264,swing
0.834448,-2.701812,0.100214,0.082364,swing
0.834449,-2.710831,0.100953,0.081457,swing
0.834450,-2.719852,0.101684,0.080543,swing
0.834451,-2.728876,0.102406,0.079622,swing
0.834452,-2.737903,0.103121,0.078695,swing
0.834453,-2.746933,0.103827,0.077760,swing
0.834454,-2.755966,0.104525,0.076820,swing
0.834455,-2.765001,0.105215,0.075872,swing
0.834456,-2.774040,0.105897,0.074918,swing
0.834457,-2.783081,0.106570,0.073958,swing
0.834458,-2.792124,0.107234,0.072991,swing
0.834459,-2.801170,0.107890,0.072018,swing
0.834460,-2.810218,0.108537,0.071039,swing
0.834461,-2.819269,0.109176,0.070054,swing
0.834462,-2.828322,0.109805,0.069063,swing
0.834463,-2.837377,0.110426,0.068066,swing
0.834464,-2.846434,0.111038,0.067063,swing
0.834465,-2.855494,0.111641,0.066054,swing
0.834466,-2.864555,0.112235,0.065040,swing
0.834467,-2.873619,0.112820,0.064020,swing
0.834468,-2.882684,0.113396,0.062995,swing
0.834469,-2.891751,0.113962,0.061964,swing
0.834470,-2.900820,0.114519,0.060929,swing
0.834471,-2.909891,0.115067,0.059887,swing
0.834472,-2.918963,0.115606,0.058841,swing
0.834473,-2.928037,0.116135,0.057790,swing
0.834474,-2.937113,0.116655,0.056734,swing
0.834475,-2.946190,0.117165,0.055672,swing
0.834476,-2.955268,0.117665,0.054607,swing
0.834477,-2.964348,0.118156,0.053536,swing
0.834478,-2.973429,0.118638,0.052461,swing
0.834479,-2.982511,0.119109,0.051382,swing
0.834480,-2.991594,0.119571,0.050298,swing
0.834481,-3.000678,0.120023,0.049210,swing
0.834482,-3.009763,0.120465,0.048117,swing
0.834483,-3.018850,0.120897,0.047021,swing
0.834484,-3.027937,0.121319,0.045920,swing
0.834485,-3.037025,0.121732,0.044816,swing
0.834486,-3.046113,0.122134,0.043708,swing
0.834487,-3.055203,0.122526,0.042596,swing
0.834488,-3.064292,0.122908,0.041481,swing
0.834489,-3.073383,0.123280,0.040362,swing
0.834490,-3.082474,0.123642,0.039239,swing
0.834491,-3.091565,0.123994,0.038114,swing
0.834492,-3.100657,0.124335,0.036985,swing
0.834493,-3.109749,0.124666,0.035853,swing
0.834494,-3.118841,0.124987,0.034718,swing
0.834495,-3.127934,0.125298,0.033581,swing
0.834496,-3.137026,0.125598,0.032440,swing
0.834497,-3.146119,0.125888,0.031297,swing
0.834498,-3.155211,0.126167,0.030151,swing
0.834499,-3.164304,0.126436,0.029003,swing
0.834500,-3.173396,0.126695,0.027852,swing
0.834501,-3.182488,0.126943,0.026699,swing
0.834502,-3.191580,0.127180,0.025544,swing
0.834503,-3.200671,0.127407,0.024387,swing
0.834504,-3.209762,0.127623,0.023228,swing
0.834505,-3.218853,0.127829,0.022067,swing
0.834506,-3.227943,0.128025,0.020904,swing
0.834507,-3.237032,0.128209,0.019740,swing
0.834508,-3.246121,0.128384,0.018574,swing
0.834509,-3.255208,0.128547,0.017406,swing
0.834510,-3.264296,0.128700,0.016238,swing
0.834511,-3.273382,0.128842,0.015068,swing
0.834512,-3.282467,0.128974,0.013897,swing
0.834513,-3.291551,0.129095,0.012724,swing
0.834514,-3.300634,0.129205,0.011551,swing
0.834515,-3.309717,0.129305,0.010378,swing
0.834516,-3.318797,0.129394,0.009203,swing
0.834517,-3.327877,0.129472,0.008028,swing
0.834518,-3.336955,0.129539,0.006852,swing
0.834519,-3.346032,0.129596,0.005676,swing
0.834520,-3.355108,0.129643,0.004500,swing
0.834521,-3.364182,0.129678,0.003324,swing
0.834522,-3.373254,0.129703,0.002147,swing
0.834523,-3.382325,0.129717,0.000971,swing
0.834524,-3.391394,0.129721,-0.000206,swing
0.834525,-3.400461,0.129713,-0.001382,swing
0.834526,-3.409526,0.129696,-0.002557,swing
0.834527,-3.418590,0.129667,-0.003733,swing
0.834528,-3.427651,0.129628,-0.004907,swing
0.834529,-3.436711,0.129578,-0.006081,swing
0.834530,-3.445768,0.129518,-0.007255,swing
0.834531,-3.454823,0.129447,-0.008427,swing
0.834532,-3.463876,0.129365,-0.009599,swing
0.834533,-3.472927,0.129273,-0.010769,swing
0.834534,-3.481975,0.129171,-0.011938,swing
0.834535,-3.491021,0.129057,-0.013106,swing
0.834536,-3.500065,0.128934,-0.014272,swing
0.834537,-3.509105,0.128799,-0.015437,swing
0.834538,-3.518144,0.128655,-0.016601,swing
0.834539,-3.527179,0.128499,-0.017762,swing
0.834540,-3.536212,0.128334,-0.018922,swing
0.834541,-3.545242,0.128158,-0.020080,swing
0.834542,-3.554269,0.127971,-0.021236,swing
0.834543,-3.563293,0.127775,-0.022390,swing
0.834544,-3.572314,0.127567,-0.023542,swing
0.834545,-3.581333,0.127350,-0.024691,swing
0.834546,-3.590348,0.127122,-0.025838,swing
0.834547,-3.599359,0.126884,-0.026983,swing
0.834548,-3.608368,0.126636,-0.028124,swing
0.834549,-3.617373,0.126378,-0.029264,swing
0.834550,-3.626375,0.126109,-0.030400,swing
0.834551,-3.635373,0.125831,-0.031533,swing
0.834552,-3.644368,0.125542,-0.032664,swing
0.834553,-3.653359,0.125243,-0.033791,swing
0.834554,-3.662347,0.124935,-0.034915,swing
0.834555,-3.671331,0.124616,-0.036036,swing
0.834556,-3.680311,0.124287,-0.037154,swing
0.834557,-3.689287,0.123949,-0.038268,swing
0.834558,-3.698259,0.123601,-0.039378,swing
0.834559,-3.707228,0.123243,-0.040485,swing
0.834560,-3.716192,0.122875,-0.041588,swing
0.834561,-3.725152,0.122497,-0.042687,swing
0.834562,-3.734108,0.122110,-0.043783,swing
0.834563,-3.743060,0.121714,-0.044874,swing
0.834564,-3.752007,0.121307,-0.045961,swing
0.834565,-3.760951,0.120891,-0.047044,swing
0.834566,-3.769889,0.120466,-0.048123,swing
0.834567,-3.778823,0.120031,-0.049197,swing
0.834568,-3.787753,0.119587,-0.050267,swing
0.834569,-3.796678,0.119134,-0.051332,swing
0.834570,-3.805599,0.118672,-0.052392,swing
0.834571,-3.814514,0.118200,-0.053448,swing
0.834572,-3.823425,0.117719,-0.054499,swing
0.834573,-3.832331,0.117229,-0.055545,swing
0.834574,-3.841232,0.116730,-0.056587,swing
0.834575,-3.850128,0.116222,-0.057623,swing
0.834576,-3.859019,0.115705,-0.058654,swing
0.834577,-3.867904,0.115180,-0.059679,swing
0.834578,-3.876785,0.114645,-0.060700,swing
0.834579,-3.885660,0.114102,-0.061715,swing
0.834580,-3.894530,0.113550,-0.062724,swing
0.834581,-3.903395,0.112990,-0.063728,swing
0.834582,-3.912254,0.112421,-0.064727,swing
0.834583,-3.921107,0.111843,-0.065720,swing
0.834584,-3.929955,0.111258,-0.066707,swing
0.834585,-3.938798,0.110664,-0.067688,swing
0.834586,-3.947634,0.110061,-0.068663,swing
0.834587,-3.956465,0.109451,-0.069632,swing
0.834588,-3.965290,0.108832,-0.070595,swing
0.834589,-3.974109,0.108205,-0.071552,swing
0.834590,-3.982922,0.107571,-0.072503,swing
0.834591,-3.991729,0.106928,-0.073447,swing
0.834592,-4.000530,0.106277,-0.074386,swing
0.834593,-4.009325,0.105619,-0.075317,swing
0.834594,-4.018114,0.104953,-0.076243,swing
0.834595,-4.026896,0.104280,-0.077161,swing
0.834596,-4.035672,0.103599,-0.078073,swing
0.834597,-4.044441,0.102910,-0.078979,swing
0.834598,-4.053204,0.102214,-0.079877,swing
0.834599,-4.061960,0.101511,-0.080769,swing
0.834600,-4.070710,0.100800,-0.081654,swing
0.834601,-4.079453,0.100083,-0.082533,swing
0.834602,-4.088190,0.099358,-0.083404,swing
0.834602,-4.096919,0.098626,-0.084268,swing
0.834603,-4.105642,0.097888,-0.085125,swing
0.834604,-4.114357,0.097142,-0.085975,swing
0.834605,-4.123066,0.096390,-0.086817,swing
0.834606,-4.131768,0.095631,-0.087653,swing
0.834607,-4.140462,0.094865,-0.088481,swing
0.834608,-4.149149,0.094093,-0.089302,swing
0.834609,-4.157829,0.093314,-0.090115,swing
0.834610,-4.166502,0.092530,-0.090921,swing
0.834611,-4.175167,0.091738,-0.091719,swing
0.834612,-4.183825,0.090941,-0.092510,swing
0.834613,-4.192475,0.090137,-0.093293,swing
0.834614,-4.201118,0.089328,-0.094068,swing
0.834615,-4.209753,0.088512,-0.094836,swing
0.834616,-4.218380,0.087691,-0.095596,swing
0.834617,-4.226999,0.086864,-0.096348,swing
0.834618,-4.235611,0.086031,-0.097093,swing
0.834619,-4.244215,0.085192,-0.097829,swing
0.834620,-4.252811,0.084349,-0.098558,swing
0.834621,-4.261398,0.083499,-0.099279,swing
0.834622,-4.269978,0.082644,-0.099991,swing
0.834623,-4.278549,0.081784,-0.100696,swing
0.834624,-4.287112,0.080919,-0.101393,swing
0.834625,-4.295667,0.080049,-0.102081,swing
0.834625,-4.304214,0.079174,-0.102762,swing
0.834626,-4.312752,0.078294,-0.103434,swing
0.834627,-4.321281,0.077409,-0.104098,swing
0.834628,-4.329802,0.076519,-0.104754,swing
0.834629,-4.338315,0.075624,-0.105401,swing
0.834630,-4.346818,0.074726,-0.106040,swing
0.834631,-4.355313,0.073822,-0.106671,swing
0.834632,-4.363799,0.072914,-0.107294,swing
0.834633,-4.372277,0.072002,-0.107908,swing
0.834634,-4.380745,0.071086,-0.108514,swing
0.834635,-4.389204,0.070166,-0.109111,swing
0.834636,-4.397654,0.069241,-0.109700,swing
0.834637,-4.406095,0.068313,-0.110281,swing
0.834638,-4.414527,0.067381,-0.110853,swing
0.834639,-4.422950,0.066445,-0.111417,swing
0.834640,-4.431363,0.065505,-0.111972,swing
0.834641,-4.439767,0.064562,-0.112518,swing
0.834641,-4.448161,0.063615,-0.113056,swing
0.834642,-4.456546,0.062665,-0.113585,swing
0.834643,-4.464921,0.061712,-0.114106,swing
0.834644,-4.473286,0.060755,-0.114619,swing
0.834645,-4.481642,0.059795,-0.115122,swing
0.834646,-4.489988,0.058833,-0.115617,swing
0.834647,-4.498324,0.057867,-0.116104,swing
0.834648,-4.506651,0.056898,-0.116581,swing
0.834649,-4.514967,0.055927,-0.117051,swing
0.834650,-4.523273,0.054953,-0.117511,swing
0.834651,-4.531569,0.053976,-0.117963,swing
0.834652,-4.539855,0.052997,-0.118406,swing
0.834653,-4.548131,0.052015,-0.118841,swing
0.834653,-4.556396,0.051031,-0.119266,swing
0.834654,-4.564651,0.050045,-0.119684,swing
0.834655,-4.572896,0.049057,-0.120092,swing
0.834656,-4.581130,0.048067,-0.120492,swing
0.834657,-4.589353,0.047074,-0.120883,swing
0.834658,-4.597566,0.046080,-0.121266,swing
0.834659,-4.605768,0.045084,-0.121640,swing
0.834660,-4.613960,0.044086,-0.122005,swing
0.834661,-4.622140,0.043087,-0.122361,swing
0.834662,-4.630310,0.042086,-0.122709,swing
0.834663,-4.638469,0.041083,-0.123049,swing
0.834663,-4.646617,0.040079,-0.123379,swing
0.834664,-4.654753,0.039074,-0.123701,swing
0.834665,-4.662879,0.038068,-0.124015,swing
0.834666,-4.670993,0.037060,-0.124319,swing
0.834667,-4.679096,0.036052,-0.124616,swing
0.834668,-4.687188,0.035043,-0.124903,swing
0.834669,-4.695268,0.034032,-0.125182,swing
0.834670,-4.703337,0.033021,-0.125453,swing
0.834671,-4.711394,0.032009,-0.125715,swing
0.834672,-4.719440,0.030997,-0.125968,swing
0.834672,-4.727474,0.029984,-0.126213,swing
0.834673,-4.735496,0.028971,-0.126450,swing
0.834674,-4.743506,0.027957,-0.126678,swing
0.834675,-4.751505,0.026943,-0.126897,swing
0.834676,-4.759492,0.025929,-0.127109,swing
0.834677,-4.767466,0.024914,-0.127311,swing
0.834678,-4.775429,0.023900,-0.127506,swing
0.834679,-4.783379,0.022885,-0.127692,swing
0.834680,-4.791318,0.021871,-0.127869,swing
0.834680,-4.799244,0.020857,-0.128039,swing
0.834681,-4.807158,0.019843,-0.128200,swing
0.834682,-4.815059,0.018830,-0.128353,swing
0.834683,-4.822948,0.017817,-0.128497,swing
0.834684,-4.830825,0.016804,-0.128634,swing
0.834685,-4.838688,0.015792,-0.128762,swing
0.834686,-4.846540,0.014781,-0.128882,swing
0.834687,-4.854378,0.013770,-0.128994,swing
0.834687,-4.862204,0.012760,-0.129098,swing
0.834688,-4.870017,0.011752,-0.129193,swing
0.834233,-4.879012,0.010707,-0.129281,touchdown
0.833779,-4.880208,0.010670,-0.129281,touchdown
0.833326,-4.881405,0.010634,-0.129281,touchdown
0.832875,-4.882604,0.010597,-0.129281,touchdown
0.832426,-4.883805,0.010561,-0.129281,touchdown
0.831979,-4.885007,0.010525,-0.129281,touchdown
0.831534,-4.886211,0.010488,-0.129281,touchdown
0.831090,-4.887416,0.010452,-0.129281,touchdown
0.830648,-4.888622,0.010416,-0.129281,touchdown
0.830208,-4.889831,0.010380,-0.129281,touchdown
0.829770,-4.891040,0.010344,-0.129281,touchdown
0.829333,-4.892252,0.010308,-0.129281,touchdown
0.828898,-4.893464,0.010272,-0.129281,touchdown
0.828465,-4.894679,0.010236,-0.129281,touchdown
0.828034,-4.895894,0.010201,-0.129281,touchdown
0.827604,-4.897112,0.010165,-0.129281,touchdown
0.827176,-4.898330,0.010129,-0.129281,touchdown
0.826750,-4.899551,0.010094,-0.129281,touchdown
0.826326,-4.900772,0.010058,-0.129281,touchdown
0.825903,-4.901995,0.010023,-0.129281,touchdown
0.825482,-4.903220,0.009987,-0.129281,touchdown
0.825062,-4.904446,0.009952,-0.129281,touchdown
0.824645,-4.905674,0.009917,-0.129281,touchdown
0.824229,-4.906902,0.009882,-0.129281,touchdown
0.823814,-4.908133,0.009847,-0.129281,touchdown
0.823402,-4.909365,0.009811,-0.129281,touchdown
0.822991,-4.910598,0.009776,-0.129281,touchdown
0.822582,-4.911833,0.009742,-0.129281,touchdown
0.822174,-4.913069,0.009707,-0.129281,touchdown
0.821768,-4.914306,0.009672,-0.129281,touchdown
0.821364,-4.915545,0.009637,-0.129281,touchdown
0.820961,-4.916786,0.009602,-0.129281,touchdown
0.820560,-4.918028,0.009568,-0.129281,touchdown
0.820161,-4.919271,0.009533,-0.129281,touchdown
0.819764,-4.920515,0.009499,-0.129281,touchdown
0.819368,-4.921761,0.009464,-0.129281,touchdown
0.818973,-4.923009,0.009430,-0.129281,touchdown
0.818580,-4.924258,0.009395,-0.129281,touchdown
0.818189,-4.925508,0.009361,-0.129281,touchdown
0.817800,-4.926759,0.009327,-0.129281,touchdown
0.817412,-4.928012,0.009293,-0.129281,touchdown
0.817026,-4.929266,0.009258,-0.129281,touchdown
0.816641,-4.930522,0.009224,-0.129281,touchdown
0.816258,-4.931779,0.009190,-0.129281,touchdown
0.815877,-4.933038,0.009156,-0.129281,touchdown
0.815497,-4.934297,0.009123,-0.129281,touchdown
0.815118,-4.935558,0.009089,-0.129281,touchdown
0.814742,-4.936821,0.009055,-0.129281,touchdown
0.814367,-4.938085,0.009021,-0.129281,touchdown
0.813993,-4.939350,0.008987,-0.129281,touchdown
0.813621,-4.940616,0.008954,-0.129281,touchdown
0.813251,-4.941884,0.008920,-0.129281,touchdown
0.812882,-4.943153,0.008887,-0.129281,touchdown
0.812515,-4.944423,0.008853,-0.129281,touchdown
0.812149,-4.945695,0.008820,-0.129281,touchdown
0.811785,-4.946968,0.008786,-0.129281,touchdown
0.811423,-4.948242,0.008753,-0.129280,touchdown
0.811062,-4.949518,0.008720,-0.129280,touchdown
0.810702,-4.950795,0.008687,-0.129280,touchdown
0.810344,-4.952073,0.008653,-0.129280,touchdown
0.809988,-4.953353,0.008620,-0.129280,touchdown
0.809633,-4.954634,0.008587,-0.129280,touchdown
0.809280,-4.955916,0.008554,-0.129280,touchdown
0.808928,-4.957199,0.008521,-0.129280,touchdown
0.808578,-4.958484,0.008488,-0.129280,touchdown
0.808229,-4.959770,0.008456,-0.129280,touchdown
0.807882,-4.961057,0.008423,-0.129280,touchdown
0.807536,-4.962346,0.008390,-0.129280,touchdown
0.807192,-4.963635,0.008357,-0.129280,touchdown
0.806849,-4.964926,0.008325,-0.129280,touchdown
0.806508,-4.966219,0.008292,-0.129280,touchdown
0.806168,-4.967512,0.008259,-0.129280,touchdown
0.805830,-4.968807,0.008227,-0.129280,touchdown
0.805493,-4.970103,0.008194,-0.129280,touchdown
0.805158,-4.971400,0.008162,-0.129280,touchdown
0.804824,-4.972699,0.008130,-0.129280,touchdown
0.804492,-4.973998,0.008097,-0.129280,touchdown
0.804161,-4.975299,0.008065,-0.129280,touchdown
0.803832,-4.976601,0.008033,-0.129280,touchdown
0.803504,-4.977905,0.008001,-0.129280,touchdown
0.803177,-4.979209,0.007968,-0.129280,touchdown
0.802852,-4.980515,0.007936,-0.129280,touchdown
0.802529,-4.981822,0.007904,-0.129280,touchdown
0.802207,-4.983130,0.007872,-0.129280,touchdown
0.801886,-4.984440,0.007840,-0.129280,touchdown
0.801567,-4.985750,0.007808,-0.129280,touchdown
0.801249,-4.987062,0.007776,-0.129280,touchdown
0.800933,-4.988375,0.007745,-0.129280,touchdown
0.800618,-4.989689,0.007713,-0.129280,touchdown
0.800305,-4.991005,0.007681,-0.129280,touchdown
0.799993,-4.992321,0.007649,-0.129280,touchdown
0.799682,-4.993639,0.007618,-0.129280,touchdown
0.799373,-4.994958,0.007586,-0.129280,touchdown
0.799065,-4.996278,0.007555,-0.129280,touchdown
0.798759,-4.997599,0.007523,-0.129280,touchdown
0.798454,-4.998922,0.007492,-0.129280,touchdown
0.798151,-5.000245,0.007460,-0.129280,touchdown
0.797849,-5.001570,0.007429,-0.129280,touchdown
0.797548,-5.002896,0.007397,-0.129280,touchdown
0.797249,-5.004223,0.007366,-0.129280,touchdown
0.796951,-5.005551,0.007335,-0.129280,touchdown
0.796654,-5.006881,0.007304,-0.129280,touchdown
0.796359,-5.008211,0.007272,-0.129280,touchdown
0.796066,-5.009543,0.007241,-0.129280,touchdown
0.795773,-5.010876,0.007210,-0.129280,touchdown
0.795482,-5.012209,0.007179,-0.129280,touchdown
0.795193,-5.013544,0.007148,-0.129280,touchdown
0.794904,-5.014881,0.007117,-0.129280,touchdown
0.794618,-5.016218,0.007086,-0.129280,touchdown
0.794332,-5.017556,0.007055,-0.129280,touchdown
0.794048,-5.018896,0.007024,-0.129280,touchdown
0.793765,-5.020236,0.006994,-0.129280,touchdown
0.793484,-5.021578,0.006963,-0.129280,touchdown
0.793204,-5.022921,0.006932,-0.129280,touchdown
0.792925,-5.024265,0.006901,-0.129280,touchdown
0.792648,-5.025610,0.006871,-0.129280,touchdown
0.792372,-5.026956,0.006840,-0.129280,touchdown
0.792097,-5.028303,0.006810,-0.129280,touchdown
0.791824,-5.029651,0.006779,-0.129280,touchdown
0.791552,-5.031001,0.006748,-0.129280,touchdown
0.791281,-5.032351,0.006718,-0.129280,touchdown
0.791012,-5.033703,0.006688,-0.129279,touchdown
0.790744,-5.035055,0.006657,-0.129279,touchdown
0.790478,-5.036409,0.006627,-0.129279,touchdown
0.790212,-5.037764,0.006596,-0.129279,touchdown
0.789948,-5.039120,0.006566,-0.129279,touchdown
0.789686,-5.040477,0.006536,-0.129279,touchdown
0.789424,-5.041835,0.006506,-0.129279,touchdown
0.789164,-5.043194,0.006476,-0.129279,touchdown
0.788905,-5.044554,0.006445,-0.129279,touchdown
0.788648,-5.045915,0.006415,-0.129279,touchdown
0.788392,-5.047277,0.006385,-0.129279,touchdown
0.788137,-5.048640,0.006355,-0.129279,touchdown
0.787884,-5.050004,0.006325,-0.129279,touchdown
0.787631,-5.051370,0.006295,-0.129279,touchdown
0.787380,-5.052736,0.006265,-0.129279,touchdown
0.787131,-5.054103,0.006235,-0.129279,touchdown
0.786882,-5.055472,0.006205,-0.129279,touchdown
0.786635,-5.056841,0.006176,-0.129279,touchdown
0.786390,-5.058212,0.006146,-0.129279,touchdown
0.786145,-5.059583,0.006116,-0.129279,touchdown
0.785902,-5.060956,0.006086,-0.129279,touchdown
0.785660,-5.062329,0.006057,-0.129279,touchdown
0.785419,-5.063704,0.006027,-0.129279,touchdown
0.785180,-5.065079,0.005997,-0.129279,touchdown
0.784942,-5.066456,0.005968,-0.129279,touchdown
0.784705,-5.067834,0.005938,-0.129279,touchdown
0.784469,-5.069212,0.005909,-0.129279,touchdown
0.784235,-5.070592,0.005879,-0.129279,touchdown
0.784002,-5.071972,0.005850,-0.129279,touchdown
0.783770,-5.073354,0.005820,-0.129279,touchdown
0.783539,-5.074736,0.005791,-0.129279,touchdown
